Tên khách hàng (*),Số điện thoại (*),Mã số thuế,Email,Địa chỉ,Hạn mức nợ (VNĐ),Số dư nợ đầu kỳ (VNĐ),Kênh nhận HĐ (QR/EMAIL/ZALO)
Võ Trọng Kiên,0910000788,,khachhang.00788@gmail.com,"Số 289 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,2000000,ZALO
Đỗ Ngọc Nga,0910000789,,khachhang.00789@gmail.com,"Số 290 Cầu Giấy, Hải Phòng",18500000,0,QR
Dương Hữu Tâm,0910000790,0300000790,khachhang.00790@gmail.com,"Số 291 Pasteur, Bình Dương",5000000,0,EMAIL
Đoàn Kim Tuấn,0910000791,,khachhang.00791@gmail.com,"Số 292 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Trần Văn An,0910000792,,khachhang.00792@gmail.com,"Số 293 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Hoàng Quang Hạnh,0910000793,,khachhang.00793@gmail.com,"Số 294 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Vũ Anh Khánh,0910000794,,khachhang.00794@gmail.com,"Số 295 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Bùi Gia Minh,0910000795,0300000795,khachhang.00795@gmail.com,"Số 296 Nguyễn Trãi, Hà Nội",12500000,0,QR
Ngô Đình Quân,0910000796,,khachhang.00796@gmail.com,"Số 297 Hoàng Diệu, Đà Nẵng",14000000,2000000,EMAIL
Đinh Thanh Trang,0910000797,,khachhang.00797@gmail.com,"Số 298 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Nguyễn Hồng Vy,0910000798,,khachhang.00798@gmail.com,"Số 299 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Phạm Mạnh Hà,0910000799,,khachhang.00799@gmail.com,"Số 300 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Phan Đức Hùng,0910000800,0300000800,khachhang.00800@gmail.com,"Số 301 Giải Phóng, Nam Định",5000000,0,ZALO
Đặng Tuấn Long,0910000801,,khachhang.00801@gmail.com,"Số 302 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Hồ Bảo Phong,0910000802,,khachhang.00802@gmail.com,"Số 303 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Lý Thị Thịnh,0910000803,,khachhang.00803@gmail.com,"Số 304 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Lâm Minh Vinh,0910000804,,khachhang.00804@gmail.com,"Số 305 Cầu Giấy, Hải Phòng",11000000,2000000,QR
Lê Xuân Dũng,0910000805,0300000805,khachhang.00805@gmail.com,"Số 306 Pasteur, Bình Dương",12500000,0,EMAIL
Huỳnh Trọng Hoàng,0910000806,,khachhang.00806@gmail.com,"Số 307 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Võ Ngọc Lan,0910000807,,khachhang.00807@gmail.com,"Số 308 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Đỗ Hữu Nghĩa,0910000808,,khachhang.00808@gmail.com,"Số 309 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Dương Kim Thảo,0910000809,,khachhang.00809@gmail.com,"Số 310 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Đoàn Văn Tùng,0910000810,0300000810,khachhang.00810@gmail.com,"Số 311 Nguyễn Trãi, Hà Nội",5000000,0,QR
Trần Quang Bình,0910000811,,khachhang.00811@gmail.com,"Số 312 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Hoàng Anh Hiếu,0910000812,,khachhang.00812@gmail.com,"Số 313 Điện Biên Phủ, Cần Thơ",8000000,2000000,ZALO
Vũ Gia Khoa,0910000813,,khachhang.00813@gmail.com,"Số 314 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Bùi Đình Nam,0910000814,,khachhang.00814@gmail.com,"Số 315 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Ngô Thanh Sơn,0910000815,0300000815,khachhang.00815@gmail.com,"Số 316 Giải Phóng, Nam Định",12500000,0,ZALO
Đinh Hồng Trung,0910000816,,khachhang.00816@gmail.com,"Số 317 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Nguyễn Mạnh Yến,0910000817,,khachhang.00817@gmail.com,"Số 318 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Phạm Đức Hải,0910000818,,khachhang.00818@gmail.com,"Số 319 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Phan Tuấn Hương,0910000819,,khachhang.00819@gmail.com,"Số 320 Cầu Giấy, Hải Phòng",18500000,0,QR
Đặng Bảo Mai,0910000820,0300000820,khachhang.00820@gmail.com,"Số 321 Pasteur, Bình Dương",5000000,2000000,EMAIL
Hồ Thị Phúc,0910000821,,khachhang.00821@gmail.com,"Số 322 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Lý Minh Thu,0910000822,,khachhang.00822@gmail.com,"Số 323 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Lâm Xuân Vũ,0910000823,,khachhang.00823@gmail.com,"Số 324 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Lê Trọng Giang,0910000824,,khachhang.00824@gmail.com,"Số 325 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Huỳnh Ngọc Huy,0910000825,0300000825,khachhang.00825@gmail.com,"Số 326 Nguyễn Trãi, Hà Nội",12500000,0,QR
Võ Hữu Linh,0910000826,,khachhang.00826@gmail.com,"Số 327 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Đỗ Kim Nhung,0910000827,,khachhang.00827@gmail.com,"Số 328 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Dương Văn Thắng,0910000828,,khachhang.00828@gmail.com,"Số 329 Võ Văn Kiệt, Đồng Nai",17000000,2000000,QR
Đoàn Quang Vân,0910000829,,khachhang.00829@gmail.com,"Số 330 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Trần Anh Cường,0910000830,0300000830,khachhang.00830@gmail.com,"Số 331 Giải Phóng, Nam Định",5000000,0,ZALO
Hoàng Gia Hoài,0910000831,,khachhang.00831@gmail.com,"Số 332 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Vũ Đình Kiên,0910000832,,khachhang.00832@gmail.com,"Số 333 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Bùi Thanh Nga,0910000833,,khachhang.00833@gmail.com,"Số 334 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Ngô Hồng Tâm,0910000834,,khachhang.00834@gmail.com,"Số 335 Cầu Giấy, Hải Phòng",11000000,0,QR
Đinh Mạnh Tuấn,0910000835,0300000835,khachhang.00835@gmail.com,"Số 336 Pasteur, Bình Dương",12500000,0,EMAIL
Nguyễn Đức An,0910000836,,khachhang.00836@gmail.com,"Số 337 Bạch Đằng, Bắc Ninh",14000000,2000000,ZALO
Phạm Tuấn Hạnh,0910000837,,khachhang.00837@gmail.com,"Số 338 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Phan Bảo Khánh,0910000838,,khachhang.00838@gmail.com,"Số 339 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Đặng Thị Minh,0910000839,,khachhang.00839@gmail.com,"Số 340 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Hồ Minh Quân,0910000840,0300000840,khachhang.00840@gmail.com,"Số 341 Nguyễn Trãi, Hà Nội",5000000,0,QR
Lý Xuân Trang,0910000841,,khachhang.00841@gmail.com,"Số 342 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Lâm Trọng Vy,0910000842,,khachhang.00842@gmail.com,"Số 343 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Lê Ngọc Hà,0910000843,,khachhang.00843@gmail.com,"Số 344 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Huỳnh Hữu Hùng,0910000844,,khachhang.00844@gmail.com,"Số 345 Lê Lợi, Thái Nguyên",11000000,2000000,EMAIL
Võ Kim Long,0910000845,0300000845,khachhang.00845@gmail.com,"Số 346 Giải Phóng, Nam Định",12500000,0,ZALO
Đỗ Văn Phong,0910000846,,khachhang.00846@gmail.com,"Số 347 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Dương Quang Thịnh,0910000847,,khachhang.00847@gmail.com,"Số 348 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Đoàn Anh Vinh,0910000848,,khachhang.00848@gmail.com,"Số 349 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Trần Gia Dũng,0910000849,,khachhang.00849@gmail.com,"Số 350 Cầu Giấy, Hải Phòng",18500000,0,QR
Hoàng Đình Hoàng,0910000850,0300000850,khachhang.00850@gmail.com,"Số 351 Pasteur, Bình Dương",5000000,0,EMAIL
Vũ Thanh Lan,0910000851,,khachhang.00851@gmail.com,"Số 352 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Bùi Hồng Nghĩa,0910000852,,khachhang.00852@gmail.com,"Số 353 Hai Bà Trưng, Quảng Ninh",8000000,2000000,QR
Ngô Mạnh Thảo,0910000853,,khachhang.00853@gmail.com,"Số 354 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Đinh Đức Tùng,0910000854,,khachhang.00854@gmail.com,"Số 355 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Nguyễn Tuấn Bình,0910000855,0300000855,khachhang.00855@gmail.com,"Số 356 Nguyễn Trãi, Hà Nội",12500000,0,QR
Phạm Bảo Hiếu,0910000856,,khachhang.00856@gmail.com,"Số 357 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Phan Thị Khoa,0910000857,,khachhang.00857@gmail.com,"Số 358 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Đặng Minh Nam,0910000858,,khachhang.00858@gmail.com,"Số 359 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Hồ Xuân Sơn,0910000859,,khachhang.00859@gmail.com,"Số 360 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Lý Trọng Trung,0910000860,0300000860,khachhang.00860@gmail.com,"Số 361 Giải Phóng, Nam Định",5000000,2000000,ZALO
Lâm Ngọc Yến,0910000861,,khachhang.00861@gmail.com,"Số 362 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Lê Hữu Hải,0910000862,,khachhang.00862@gmail.com,"Số 363 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Huỳnh Kim Hương,0910000863,,khachhang.00863@gmail.com,"Số 364 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Võ Văn Mai,0910000864,,khachhang.00864@gmail.com,"Số 365 Cầu Giấy, Hải Phòng",11000000,0,QR
Đỗ Quang Phúc,0910000865,0300000865,khachhang.00865@gmail.com,"Số 366 Pasteur, Bình Dương",12500000,0,EMAIL
Dương Anh Thu,0910000866,,khachhang.00866@gmail.com,"Số 367 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Đoàn Gia Vũ,0910000867,,khachhang.00867@gmail.com,"Số 368 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Trần Đình Giang,0910000868,,khachhang.00868@gmail.com,"Số 369 Nguyễn Huệ, Nghệ An",17000000,2000000,EMAIL
Hoàng Thanh Huy,0910000869,,khachhang.00869@gmail.com,"Số 370 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Vũ Hồng Linh,0910000870,0300000870,khachhang.00870@gmail.com,"Số 371 Nguyễn Trãi, Hà Nội",5000000,0,QR
Bùi Mạnh Nhung,0910000871,,khachhang.00871@gmail.com,"Số 372 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Ngô Đức Thắng,0910000872,,khachhang.00872@gmail.com,"Số 373 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Đinh Tuấn Vân,0910000873,,khachhang.00873@gmail.com,"Số 374 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Nguyễn Bảo Cường,0910000874,,khachhang.00874@gmail.com,"Số 375 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Phạm Thị Hoài,0910000875,0300000875,khachhang.00875@gmail.com,"Số 376 Giải Phóng, Nam Định",12500000,0,ZALO
Phan Minh Kiên,0910000876,,khachhang.00876@gmail.com,"Số 377 Lý Thường Kiệt, Thanh Hóa",14000000,2000000,QR
Đặng Xuân Nga,0910000877,,khachhang.00877@gmail.com,"Số 378 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Hồ Trọng Tâm,0910000878,,khachhang.00878@gmail.com,"Số 379 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Lý Ngọc Tuấn,0910000879,,khachhang.00879@gmail.com,"Số 380 Cầu Giấy, Hải Phòng",18500000,0,QR
Lâm Hữu An,0910000880,0300000880,khachhang.00880@gmail.com,"Số 381 Pasteur, Bình Dương",5000000,0,EMAIL
Lê Kim Hạnh,0910000881,,khachhang.00881@gmail.com,"Số 382 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Huỳnh Văn Khánh,0910000882,,khachhang.00882@gmail.com,"Số 383 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Võ Quang Minh,0910000883,,khachhang.00883@gmail.com,"Số 384 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Đỗ Anh Quân,0910000884,,khachhang.00884@gmail.com,"Số 385 Cách Mạng Tháng 8, Khánh Hòa",11000000,2000000,ZALO
Dương Gia Trang,0910000885,0300000885,khachhang.00885@gmail.com,"Số 386 Nguyễn Trãi, Hà Nội",12500000,0,QR
Đoàn Đình Vy,0910000886,,khachhang.00886@gmail.com,"Số 387 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Trần Thanh Hà,0910000887,,khachhang.00887@gmail.com,"Số 388 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Hoàng Hồng Hùng,0910000888,,khachhang.00888@gmail.com,"Số 389 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Vũ Mạnh Long,0910000889,,khachhang.00889@gmail.com,"Số 390 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Bùi Đức Phong,0910000890,0300000890,khachhang.00890@gmail.com,"Số 391 Giải Phóng, Nam Định",5000000,0,ZALO
Ngô Tuấn Thịnh,0910000891,,khachhang.00891@gmail.com,"Số 392 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Đinh Bảo Vinh,0910000892,,khachhang.00892@gmail.com,"Số 393 Quang Trung, Lâm Đồng",8000000,2000000,EMAIL
Nguyễn Thị Dũng,0910000893,,khachhang.00893@gmail.com,"Số 394 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Phạm Minh Hoàng,0910000894,,khachhang.00894@gmail.com,"Số 395 Cầu Giấy, Hải Phòng",11000000,0,QR
Phan Xuân Lan,0910000895,0300000895,khachhang.00895@gmail.com,"Số 396 Pasteur, Bình Dương",12500000,0,EMAIL
Đặng Trọng Nghĩa,0910000896,,khachhang.00896@gmail.com,"Số 397 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Hồ Ngọc Thảo,0910000897,,khachhang.00897@gmail.com,"Số 398 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Lý Hữu Tùng,0910000898,,khachhang.00898@gmail.com,"Số 399 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Lâm Kim Bình,0910000899,,khachhang.00899@gmail.com,"Số 400 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Lê Văn Hiếu,0910000900,0300000900,khachhang.00900@gmail.com,"Số 401 Nguyễn Trãi, Hà Nội",5000000,2000000,QR
Huỳnh Quang Khoa,0910000901,,khachhang.00901@gmail.com,"Số 402 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Võ Anh Nam,0910000902,,khachhang.00902@gmail.com,"Số 403 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Đỗ Gia Sơn,0910000903,,khachhang.00903@gmail.com,"Số 404 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Dương Đình Trung,0910000904,,khachhang.00904@gmail.com,"Số 405 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Đoàn Thanh Yến,0910000905,0300000905,khachhang.00905@gmail.com,"Số 406 Giải Phóng, Nam Định",12500000,0,ZALO
Trần Hồng Hải,0910000906,,khachhang.00906@gmail.com,"Số 407 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Hoàng Mạnh Hương,0910000907,,khachhang.00907@gmail.com,"Số 408 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Vũ Đức Mai,0910000908,,khachhang.00908@gmail.com,"Số 409 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,2000000,ZALO
Bùi Tuấn Phúc,0910000909,,khachhang.00909@gmail.com,"Số 410 Cầu Giấy, Hải Phòng",18500000,0,QR
Ngô Bảo Thu,0910000910,0300000910,khachhang.00910@gmail.com,"Số 411 Pasteur, Bình Dương",5000000,0,EMAIL
Đinh Thị Vũ,0910000911,,khachhang.00911@gmail.com,"Số 412 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Nguyễn Minh Giang,0910000912,,khachhang.00912@gmail.com,"Số 413 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Phạm Xuân Huy,0910000913,,khachhang.00913@gmail.com,"Số 414 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Phan Trọng Linh,0910000914,,khachhang.00914@gmail.com,"Số 415 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Đặng Ngọc Nhung,0910000915,0300000915,khachhang.00915@gmail.com,"Số 416 Nguyễn Trãi, Hà Nội",12500000,0,QR
Hồ Hữu Thắng,0910000916,,khachhang.00916@gmail.com,"Số 417 Hoàng Diệu, Đà Nẵng",14000000,2000000,EMAIL
Lý Kim Vân,0910000917,,khachhang.00917@gmail.com,"Số 418 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Lâm Văn Cường,0910000918,,khachhang.00918@gmail.com,"Số 419 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Lê Quang Hoài,0910000919,,khachhang.00919@gmail.com,"Số 420 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Huỳnh Anh Kiên,0910000920,0300000920,khachhang.00920@gmail.com,"Số 421 Giải Phóng, Nam Định",5000000,0,ZALO
Võ Gia Nga,0910000921,,khachhang.00921@gmail.com,"Số 422 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Đỗ Đình Tâm,0910000922,,khachhang.00922@gmail.com,"Số 423 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Dương Thanh Tuấn,0910000923,,khachhang.00923@gmail.com,"Số 424 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Đoàn Hồng An,0910000924,,khachhang.00924@gmail.com,"Số 425 Cầu Giấy, Hải Phòng",11000000,2000000,QR
Trần Mạnh Hạnh,0910000925,0300000925,khachhang.00925@gmail.com,"Số 426 Pasteur, Bình Dương",12500000,0,EMAIL
Hoàng Đức Khánh,0910000926,,khachhang.00926@gmail.com,"Số 427 Bạch Đằng, Bắc Ninh",14000000,0,ZALO
Vũ Tuấn Minh,0910000927,,khachhang.00927@gmail.com,"Số 428 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Bùi Bảo Quân,0910000928,,khachhang.00928@gmail.com,"Số 429 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Ngô Thị Trang,0910000929,,khachhang.00929@gmail.com,"Số 430 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Đinh Minh Vy,0910000930,0300000930,khachhang.00930@gmail.com,"Số 431 Nguyễn Trãi, Hà Nội",5000000,0,QR
Nguyễn Xuân Hà,0910000931,,khachhang.00931@gmail.com,"Số 432 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Phạm Trọng Hùng,0910000932,,khachhang.00932@gmail.com,"Số 433 Điện Biên Phủ, Cần Thơ",8000000,2000000,ZALO
Phan Ngọc Long,0910000933,,khachhang.00933@gmail.com,"Số 434 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Đặng Hữu Phong,0910000934,,khachhang.00934@gmail.com,"Số 435 Lê Lợi, Thái Nguyên",11000000,0,EMAIL
Hồ Kim Thịnh,0910000935,0300000935,khachhang.00935@gmail.com,"Số 436 Giải Phóng, Nam Định",12500000,0,ZALO
Lý Văn Vinh,0910000936,,khachhang.00936@gmail.com,"Số 437 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Lâm Quang Dũng,0910000937,,khachhang.00937@gmail.com,"Số 438 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Lê Anh Hoàng,0910000938,,khachhang.00938@gmail.com,"Số 439 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Huỳnh Gia Lan,0910000939,,khachhang.00939@gmail.com,"Số 440 Cầu Giấy, Hải Phòng",18500000,0,QR
Võ Đình Nghĩa,0910000940,0300000940,khachhang.00940@gmail.com,"Số 441 Pasteur, Bình Dương",5000000,2000000,EMAIL
Đỗ Thanh Thảo,0910000941,,khachhang.00941@gmail.com,"Số 442 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Dương Hồng Tùng,0910000942,,khachhang.00942@gmail.com,"Số 443 Hai Bà Trưng, Quảng Ninh",8000000,0,QR
Đoàn Mạnh Bình,0910000943,,khachhang.00943@gmail.com,"Số 444 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Trần Đức Hiếu,0910000944,,khachhang.00944@gmail.com,"Số 445 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Hoàng Tuấn Khoa,0910000945,0300000945,khachhang.00945@gmail.com,"Số 446 Nguyễn Trãi, Hà Nội",12500000,0,QR
Vũ Bảo Nam,0910000946,,khachhang.00946@gmail.com,"Số 447 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Bùi Thị Sơn,0910000947,,khachhang.00947@gmail.com,"Số 448 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Ngô Minh Trung,0910000948,,khachhang.00948@gmail.com,"Số 449 Võ Văn Kiệt, Đồng Nai",17000000,2000000,QR
Đinh Xuân Yến,0910000949,,khachhang.00949@gmail.com,"Số 450 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Nguyễn Trọng Hải,0910000950,0300000950,khachhang.00950@gmail.com,"Số 451 Giải Phóng, Nam Định",5000000,0,ZALO
Phạm Ngọc Hương,0910000951,,khachhang.00951@gmail.com,"Số 452 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Phan Hữu Mai,0910000952,,khachhang.00952@gmail.com,"Số 453 Quang Trung, Lâm Đồng",8000000,0,EMAIL
Đặng Kim Phúc,0910000953,,khachhang.00953@gmail.com,"Số 454 Trần Hưng Đạo, TP. Hồ Chí Minh",9500000,0,ZALO
Hồ Văn Thu,0910000954,,khachhang.00954@gmail.com,"Số 455 Cầu Giấy, Hải Phòng",11000000,0,QR
Lý Quang Vũ,0910000955,0300000955,khachhang.00955@gmail.com,"Số 456 Pasteur, Bình Dương",12500000,0,EMAIL
Lâm Anh Giang,0910000956,,khachhang.00956@gmail.com,"Số 457 Bạch Đằng, Bắc Ninh",14000000,2000000,ZALO
Lê Gia Huy,0910000957,,khachhang.00957@gmail.com,"Số 458 Hai Bà Trưng, Quảng Ninh",15500000,0,QR
Huỳnh Đình Linh,0910000958,,khachhang.00958@gmail.com,"Số 459 Nguyễn Huệ, Nghệ An",17000000,0,EMAIL
Võ Thanh Nhung,0910000959,,khachhang.00959@gmail.com,"Số 460 Cách Mạng Tháng 8, Khánh Hòa",18500000,0,ZALO
Đỗ Hồng Thắng,0910000960,0300000960,khachhang.00960@gmail.com,"Số 461 Nguyễn Trãi, Hà Nội",5000000,0,QR
Dương Mạnh Vân,0910000961,,khachhang.00961@gmail.com,"Số 462 Hoàng Diệu, Đà Nẵng",6500000,0,EMAIL
Đoàn Đức Cường,0910000962,,khachhang.00962@gmail.com,"Số 463 Điện Biên Phủ, Cần Thơ",8000000,0,ZALO
Trần Tuấn Hoài,0910000963,,khachhang.00963@gmail.com,"Số 464 Võ Văn Kiệt, Đồng Nai",9500000,0,QR
Hoàng Bảo Kiên,0910000964,,khachhang.00964@gmail.com,"Số 465 Lê Lợi, Thái Nguyên",11000000,2000000,EMAIL
Vũ Thị Nga,0910000965,0300000965,khachhang.00965@gmail.com,"Số 466 Giải Phóng, Nam Định",12500000,0,ZALO
Bùi Minh Tâm,0910000966,,khachhang.00966@gmail.com,"Số 467 Lý Thường Kiệt, Thanh Hóa",14000000,0,QR
Ngô Xuân Tuấn,0910000967,,khachhang.00967@gmail.com,"Số 468 Quang Trung, Lâm Đồng",15500000,0,EMAIL
Đinh Trọng An,0910000968,,khachhang.00968@gmail.com,"Số 469 Trần Hưng Đạo, TP. Hồ Chí Minh",17000000,0,ZALO
Nguyễn Ngọc Hạnh,0910000969,,khachhang.00969@gmail.com,"Số 470 Cầu Giấy, Hải Phòng",18500000,0,QR
Phạm Hữu Khánh,0910000970,0300000970,khachhang.00970@gmail.com,"Số 471 Pasteur, Bình Dương",5000000,0,EMAIL
Phan Kim Minh,0910000971,,khachhang.00971@gmail.com,"Số 472 Bạch Đằng, Bắc Ninh",6500000,0,ZALO
Đặng Văn Quân,0910000972,,khachhang.00972@gmail.com,"Số 473 Hai Bà Trưng, Quảng Ninh",8000000,2000000,QR
Hồ Quang Trang,0910000973,,khachhang.00973@gmail.com,"Số 474 Nguyễn Huệ, Nghệ An",9500000,0,EMAIL
Lý Anh Vy,0910000974,,khachhang.00974@gmail.com,"Số 475 Cách Mạng Tháng 8, Khánh Hòa",11000000,0,ZALO
Lâm Gia Hà,0910000975,0300000975,khachhang.00975@gmail.com,"Số 476 Nguyễn Trãi, Hà Nội",12500000,0,QR
Lê Đình Hùng,0910000976,,khachhang.00976@gmail.com,"Số 477 Hoàng Diệu, Đà Nẵng",14000000,0,EMAIL
Huỳnh Thanh Long,0910000977,,khachhang.00977@gmail.com,"Số 478 Điện Biên Phủ, Cần Thơ",15500000,0,ZALO
Võ Hồng Phong,0910000978,,khachhang.00978@gmail.com,"Số 479 Võ Văn Kiệt, Đồng Nai",17000000,0,QR
Đỗ Mạnh Thịnh,0910000979,,khachhang.00979@gmail.com,"Số 480 Lê Lợi, Thái Nguyên",18500000,0,EMAIL
Dương Đức Vinh,0910000980,0300000980,khachhang.00980@gmail.com,"Số 481 Giải Phóng, Nam Định",5000000,2000000,ZALO
Đoàn Tuấn Dũng,0910000981,,khachhang.00981@gmail.com,"Số 482 Lý Thường Kiệt, Thanh Hóa",6500000,0,QR
Trần Bảo Hoàng,0910000982,,khachhang.00982@gmail.com,"Số 483 Quang Trung, Lâm Đồng",8000000,0,EMAIL
